ECS_Version,Indexed,Field_Set,Field,Type,Level,Normalization,Example,Description
9.1.0,true,wazuh,wazuh.agent.host.memory.total,long,custom,,1024,Total memory in MB.
9.1.0,true,wazuh,wazuh.agent.host.memory.used,object,custom,,"""percentage"": 10",Used memory-related data.
9.1.0,true,wazuh,wazuh.agent.host.memory.used.percentage,long,custom,,10,Used memory percentage.
9.1.0,true,wazuh,wazuh.agent.host.name,keyword,core,,,Name of the host.
9.1.0,true,wazuh,wazuh.agent.host.network.egress.bytes,long,extended,,,The number of bytes sent on all network interfaces.
9.1.0,true,wazuh,wazuh.agent.host.network.egress.drops,long,custom,,10,Number of dropped transmitted packets.
9.1.0,true,wazuh,wazuh.agent.host.network.egress.errors,long,custom,,10,Number of transmission errors.
9.1.0,true,wazuh,wazuh.agent.host.network.egress.packets,long,extended,,,The number of packets sent on all network interfaces.
9.1.0,true,wazuh,wazuh.agent.host.network.egress.queue,long,custom,,10,Transmit queue length.
9.1.0,true,wazuh,wazuh.agent.host.network.ingress.bytes,long,extended,,,The number of bytes received on all network interfaces.
9.1.0,true,wazuh,wazuh.agent.host.network.ingress.drops,long,custom,,10,Number of dropped received packets.
9.1.0,true,wazuh,wazuh.agent.host.network.ingress.errors,long,custom,,10,Number of reception errors.
9.1.0,true,wazuh,wazuh.agent.host.network.ingress.packets,long,extended,,,The number of packets received on all network interfaces.
9.1.0,true,wazuh,wazuh.agent.host.network.ingress.queue,long,custom,,10,Receive queue length.
9.1.0,true,wazuh,wazuh.agent.host.os.family,keyword,extended,,debian,"OS family (such as redhat, debian, freebsd, windows)."
9.1.0,true,wazuh,wazuh.agent.host.os.full,keyword,extended,,Mac OS Mojave,"Operating system name, including the version or code name."
9.1.0,true,wazuh,wazuh.agent.host.os.kernel,keyword,extended,,4.4.0-112-generic,Operating system kernel version as a raw string.
9.1.0,true,wazuh,wazuh.agent.host.os.name,keyword,extended,,Mac OS X,"Operating system name, without the version."
9.1.0,true,wazuh,wazuh.agent.host.os.platform,keyword,extended,,darwin,"Operating system platform (such centos, ubuntu, windows)."
9.1.0,true,wazuh,wazuh.agent.host.os.type,keyword,extended,,macos,"Which commercial OS family (one of: linux, macos, unix, windows, ios or android)."
9.1.0,true,wazuh,wazuh.agent.host.os.version,keyword,extended,,10.14.1,Operating system version as a raw string.
9.1.0,true,wazuh,wazuh.agent.host.pid_ns_ino,keyword,extended,,256383,Pid namespace inode
9.1.0,true,wazuh,wazuh.agent.host.risk.calculated_level,keyword,extended,,High,A risk classification level calculated by an internal system as part of entity analytics and entity risk scoring.
9.1.0,true,wazuh,wazuh.agent.host.risk.calculated_score,float,extended,,880.73,A risk classification score calculated by an internal system as part of entity analytics and entity risk scoring.
9.1.0,true,wazuh,wazuh.agent.host.risk.calculated_score_norm,float,extended,,88.73,A normalized risk score calculated by an internal system.
9.1.0,true,wazuh,wazuh.agent.host.risk.static_level,keyword,extended,,High,"A risk classification level obtained from outside the system, such as from some external Threat Intelligence Platform."
9.1.0,true,wazuh,wazuh.agent.host.risk.static_score,float,extended,,830.0,"A risk classification score obtained from outside the system, such as from some external Threat Intelligence Platform."
9.1.0,true,wazuh,wazuh.agent.host.risk.static_score_norm,float,extended,,83.0,A normalized risk score calculated by an external system.
9.1.0,true,wazuh,wazuh.agent.host.type,keyword,core,,,Type of host.
9.1.0,true,wazuh,wazuh.agent.host.uptime,long,extended,,1325,Seconds the host has been up.
9.1.0,true,wazuh,wazuh.agent.id,keyword,core,,8a4f500d,Unique identifier of this agent.
9.1.0,true,wazuh,wazuh.agent.name,keyword,core,,foo,Custom name of the agent.
9.1.0,true,wazuh,wazuh.agent.type,keyword,core,,filebeat,Type of the agent.
9.1.0,true,wazuh,wazuh.agent.version,keyword,core,,6.0.0-rc2,Version of the agent.
9.1.0,true,wazuh,wazuh.cluster.name,keyword,custom,,wazuh-cluster-1,Wazuh cluster name.
9.1.0,true,wazuh,wazuh.cluster.node,keyword,custom,,wazuh-cluster-node-1,Wazuh cluster node name.
9.1.0,true,wazuh,wazuh.event.id,keyword,custom,,1234567890abcdef,"Unique identifier shared across all related events, generated by Wazuh."
9.1.0,true,wazuh,wazuh.integration.category,keyword,custom,,security,Wazuh integration category.
9.1.0,true,wazuh,wazuh.integration.decoders,keyword,custom,array,"[""json"", ""syslog""]",List of Wazuh decoders applied to the event.
9.1.0,true,wazuh,wazuh.integration.name,keyword,custom,,Cisco Aironet,Name of the Wazuh integration.
9.1.0,true,wazuh,wazuh.integration.rules,keyword,custom,array,"[""1002"", ""2003""]",List of Wazuh rules applied to the event.
9.1.0,true,wazuh,wazuh.protocol.location,keyword,custom,,/var/log/auth.log,Source of the log as retrieved by the Wazuh Agent.
9.1.0,true,wazuh,wazuh.protocol.queue,byte,custom,,1,Ingestion queue for the log.
9.1.0,true,wazuh,wazuh.schema.version,keyword,custom,,1.7.0,Wazuh schema version.
9.1.0,true,wazuh,wazuh.space.event_discarded,boolean,custom,,False,"When `true`, the event would have been discarded."
9.1.0,true,wazuh,wazuh.space.name,keyword,custom,,default,Wazuh space name.
9.1.0,true,wazuh,wazuh.threat.enrichments,nested,extended,array,,List of objects containing indicators enriching the event.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator,object,extended,,,Object containing indicators enriching the event.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.as.number,long,extended,,15169,Unique number allocated to the autonomous system.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.as.organization.name,keyword,extended,,Google LLC,Organization name.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.confidence,keyword,extended,,Medium,Indicator confidence rating
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.description,keyword,extended,,IP x.x.x.x was observed delivering the Angler EK.,Indicator description
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.email.address,keyword,extended,,phish@example.com,Indicator email address
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.feed.name,keyword,custom,,,Name of the feed that supplied the indicator.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.accessed,date,extended,,,Last time the file was accessed.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.attributes,keyword,extended,array,"[""readonly"", ""system""]",Array of file attributes.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.code_signature.digest_algorithm,keyword,extended,,sha256,Hashing algorithm used to sign the process.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.code_signature.exists,boolean,core,,true,Boolean to capture if a signature is present.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.code_signature.flags,keyword,extended,,570522385,Code signing flags of the process
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.code_signature.signing_id,keyword,extended,,com.apple.xpc.proxy,The identifier used to sign the process.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.code_signature.status,keyword,extended,,ERROR_UNTRUSTED_ROOT,Additional information about the certificate status.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.code_signature.subject_name,keyword,core,,Microsoft Corporation,Subject name of the code signer
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.code_signature.team_id,keyword,extended,,EQHXZ8M8AV,The team identifier used to sign the process.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.code_signature.thumbprint_sha256,keyword,extended,,c0f23a8eb1cba0ccaa88483b5a234c96e4bdfec719bf458024e68c2a8183476b,SHA256 hash of the certificate.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.code_signature.timestamp,date,extended,,2021-01-01T12:10:30Z,When the signature was generated and signed.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.code_signature.trusted,boolean,extended,,true,Stores the trust status of the certificate chain.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.code_signature.valid,boolean,extended,,true,Boolean to capture if the digital signature is verified against the binary content.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.created,date,extended,,,File creation time.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.ctime,date,extended,,,Last time the file attributes or metadata changed.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.device,keyword,extended,,sda,Device that is the source of the file.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.directory,keyword,extended,,/home/alice,Directory where the file is located.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.drive_letter,keyword,extended,,C,Drive letter where the file is located.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.architecture,keyword,extended,,x86-64,Machine architecture of the ELF file.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.byte_order,keyword,extended,,Little Endian,Byte sequence of ELF file.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.cpu_type,keyword,extended,,Intel,CPU type of the ELF file.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.creation_date,date,extended,,,Build or compile date.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.exports,flat_object,extended,array,,List of exported element names and types.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.go_import_hash,keyword,extended,,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in an ELF file.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.go_imports,flat_object,extended,,,List of imported Go language element names and types.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.go_imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of Go imports.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.go_imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of Go imports.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.go_stripped,boolean,extended,,,Whether the file is a stripped or obfuscated Go executable.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.header.abi_version,keyword,extended,,,Version of the ELF Application Binary Interface (ABI).
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.header.class,keyword,extended,,,Header class of the ELF file.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.header.data,keyword,extended,,,Data table of the ELF header.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.header.entrypoint,long,extended,,,Header entrypoint of the ELF file.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.header.object_version,keyword,extended,,,"""0x1"" for original ELF files."
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.header.os_abi,keyword,extended,,,Application Binary Interface (ABI) of the Linux OS.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.header.type,keyword,extended,,,Header type of the ELF file.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.header.version,keyword,extended,,,Version of the ELF header.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.import_hash,keyword,extended,,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in an ELF file.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.imports,flat_object,extended,array,,List of imported element names and types.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of imported element names and types.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of imported element names and types.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.sections,nested,extended,array,,Section information of the ELF file.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.sections.chi2,long,extended,,,Chi-square probability distribution of the section.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.sections.entropy,long,extended,,,Shannon entropy calculation from the section.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.sections.flags,keyword,extended,,,ELF Section List flags.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.sections.name,keyword,extended,,,ELF Section List name.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.sections.physical_offset,keyword,extended,,,ELF Section List offset.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.sections.physical_size,long,extended,,,ELF Section List physical size.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.sections.type,keyword,extended,,,ELF Section List type.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.sections.var_entropy,long,extended,,,Variance for Shannon entropy calculation from the section.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.sections.virtual_address,long,extended,,,ELF Section List virtual address.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.sections.virtual_size,long,extended,,,ELF Section List virtual size.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.segments,nested,extended,array,,ELF object segment list.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.segments.sections,keyword,extended,,,ELF object segment sections.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.segments.type,keyword,extended,,,ELF object segment type.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.shared_libraries,keyword,extended,array,,List of shared libraries used by this ELF object.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.elf.telfhash,keyword,extended,,,telfhash hash for ELF file.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.extension,keyword,extended,,png,"File extension, excluding the leading dot."
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.fork_name,keyword,extended,,Zone.Identifer,A fork is additional data associated with a filesystem object.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.gid,keyword,extended,,1001,Primary group ID (GID) of the file.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.group,keyword,extended,,alice,Primary group name of the file.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.hash.cdhash,keyword,extended,,3783b4052fd474dbe30676b45c329e7a6d44acd9,The Code Directory (CD) hash of an executable.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.hash.md5,keyword,extended,,,MD5 hash.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.hash.sha1,keyword,extended,,,SHA1 hash.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.hash.sha256,keyword,extended,,,SHA256 hash.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.hash.sha384,keyword,extended,,,SHA384 hash.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.hash.sha512,keyword,extended,,,SHA512 hash.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.hash.ssdeep,keyword,extended,,,SSDEEP hash.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.hash.tlsh,keyword,extended,,,TLSH hash.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.inode,keyword,extended,,256383,Inode representing the file in the filesystem.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.mime_type,keyword,extended,,,"Media type of file, document, or arrangement of bytes."
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.mode,keyword,extended,,0640,Mode of the file in octal representation.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.mtime,date,extended,,,Last time the file content was modified.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.name,keyword,extended,,example.png,"Name of the file including the extension, without the directory."
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.origin_referrer_url,keyword,extended,,http://example.com/article1.html,The URL of the webpage that linked to the file.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.origin_url,keyword,extended,,http://example.com/imgs/article1_img1.jpg,The URL where the file is hosted.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.owner,keyword,extended,,alice,File owner's username.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.path,keyword,extended,,/home/alice/example.png,"Full path to the file, including the file name."
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.architecture,keyword,extended,,x64,CPU architecture target for the file.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.company,keyword,extended,,Microsoft Corporation,"Internal company name of the file, provided at compile-time."
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.description,keyword,extended,,Paint,"Internal description of the file, provided at compile-time."
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.file_version,keyword,extended,,6.3.9600.17415,Process name.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.go_import_hash,keyword,extended,,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in a PE file.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.go_imports,flat_object,extended,,,List of imported Go language element names and types.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.go_imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of Go imports.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.go_imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of Go imports.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.go_stripped,boolean,extended,,,Whether the file is a stripped or obfuscated Go executable.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.imphash,keyword,extended,,0c6803c4e922103c4dca5963aad36ddf,A hash of the imports in a PE file.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.import_hash,keyword,extended,,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in a PE file.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.imports,flat_object,extended,array,,List of imported element names and types.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of imported element names and types.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of imported element names and types.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.original_file_name,keyword,extended,,MSPAINT.EXE,"Internal name of the file, provided at compile-time."
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.pehash,keyword,extended,,73ff189b63cd6be375a7ff25179a38d347651975,A hash of the PE header and data from one or more PE sections.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.product,keyword,extended,,Microsoft® Windows® Operating System,"Internal product name of the file, provided at compile-time."
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.sections,nested,extended,array,,Section information of the PE file.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.sections.entropy,long,extended,,,Shannon entropy calculation from the section.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.sections.name,keyword,extended,,,PE Section List name.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.sections.physical_size,long,extended,,,PE Section List physical size.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.sections.var_entropy,long,extended,,,Variance for Shannon entropy calculation from the section.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.pe.sections.virtual_size,long,extended,,,PE Section List virtual size. This is always the same as `physical_size`.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.size,long,extended,,16384,File size in bytes.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.target_path,keyword,extended,,,Target path for symlinks.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.type,keyword,extended,,file,"File type (file, dir, or symlink)."
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.uid,keyword,extended,,1001,The user ID (UID) or security identifier (SID) of the file owner.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.alternative_names,keyword,extended,array,*.elastic.co,List of subject alternative names (SAN).
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.issuer.common_name,keyword,extended,array,Example SHA2 High Assurance Server CA,List of common name (CN) of issuing certificate authority.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.issuer.country,keyword,extended,array,US,List of country \(C) codes
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.issuer.distinguished_name,keyword,extended,,"C=US, O=Example Inc, OU=www.example.com, CN=Example SHA2 High Assurance Server CA",Distinguished name (DN) of issuing certificate authority.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.issuer.locality,keyword,extended,array,Mountain View,List of locality names (L)
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.issuer.organization,keyword,extended,array,Example Inc,List of organizations (O) of issuing certificate authority.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.issuer.organizational_unit,keyword,extended,array,www.example.com,List of organizational units (OU) of issuing certificate authority.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.issuer.state_or_province,keyword,extended,array,California,"List of state or province names (ST, S, or P)"
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.not_after,date,extended,,2020-07-16T03:15:39Z,Time at which the certificate is no longer considered valid.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.not_before,date,extended,,2019-08-16T01:40:25Z,Time at which the certificate is first considered valid.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.public_key_algorithm,keyword,extended,,RSA,Algorithm used to generate the public key.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.public_key_curve,keyword,extended,,nistp521,The curve used by the elliptic curve public key algorithm. This is algorithm specific.
9.1.0,false,wazuh,wazuh.threat.enrichments.indicator.file.x509.public_key_exponent,long,extended,,65537,Exponent used to derive the public key. This is algorithm specific.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.public_key_size,long,extended,,2048,The size of the public key space in bits.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.serial_number,keyword,extended,,55FBB9C7DEBF09809D12CCAA,Unique serial number issued by the certificate authority.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.signature_algorithm,keyword,extended,,SHA256-RSA,Identifier for certificate signature algorithm.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.subject.common_name,keyword,extended,array,shared.global.example.net,List of common names (CN) of subject.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.subject.country,keyword,extended,array,US,List of country \(C) code
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.subject.distinguished_name,keyword,extended,,"C=US, ST=California, L=San Francisco, O=Example, Inc., CN=shared.global.example.net",Distinguished name (DN) of the certificate subject entity.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.subject.locality,keyword,extended,array,San Francisco,List of locality names (L)
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.subject.organization,keyword,extended,array,"Example, Inc.",List of organizations (O) of subject.
9.1.0,true,wazuh,wazuh.threat.enrichments.indicator.file.x509.subject.organizational_unit,keyword,extended,array,,List of organizational units (OU) of subject.
